tick,tick_dt,input_force,output_ang_vel,output_speed,output_angle,output_position
45.0,0.009559027035720646,3.3603859310959286e-05,9.690189439043739e-07,1.2141209640448781e-06,-1.5378233340854007e-07,-9.833387237052043e-08
46.0,0.010449687018990517,2.8508593312118716e-05,1.0098327639675848e-06,7.325652833868121e-07,-1.4365638872926663e-07,-8.564668829305641e-08
47.0,0.009727914002723992,2.8508593312118716e-05,1.7069741438906755e-06,9.859411317370764e-07,-1.338328224442569e-07,-7.852035621488838e-08
48.0,0.010640444932505488,2.8508593312118716e-05,1.4803282760168559e-06,1.0430860091078273e-06,-1.1566985806497745e-07,-6.802950389594787e-08
49.0,0.009631859953515232,2.8508593312118716e-05,2.0275876688930887e-06,1.1462580687044846e-06,-1.0141154342515446e-07,-5.798264553675017e-08
50.0,0.009628469939343631,2.8508593312118716e-05,1.5946779789982877e-06,1.2968607232904348e-06,-8.188897650583352e-08,-4.694593417949895e-08
51.0,0.01030474400613457,2.8508593312118716e-05,-3.521188137819478e-07,1.0903289327937103e-07,-6.545622816003614e-08,-3.3582116414380495e-08
52.0,0.00961869303137064,2.8508593312118716e-05,6.595854729612569e-07,5.580849278574951e-07,-6.884315094037506e-08,-3.253336248360403e-08
53.0,0.01013480091933161,7.809085470407959e-06,2.0816709167552315e-07,6.153878356290557e-07,-6.215838348262953e-08,-2.6877282843688775e-08
54.0,0.009661636082455516,7.809085470407959e-06,4.303432144868633e-07,4.7489062257426056e-07,-6.014714879851748e-08,-2.0931629526270887e-08
55.0,0.010611983016133308,7.809085470407959e-06,1.6867183612311413e-07,4.42114398649315e-07,-5.558035391527467e-08,-1.589209830499186e-08
56.0,0.009298232034780085,1.6810994464822983e-05,1.0331028424222839e-06,7.221671219497662e-07,-5.401200404526955e-08,-1.1781216040433267e-08
57.0,0.010616371058858931,1.6810994464822983e-05,1.5096109056772447e-07,1.0663962450872928e-06,-4.304420092815272e-08,-4.114421907306321e-09
58.0,0.009597045020200312,1.6810994464822983e-05,2.416165606384516e-06,1.3186729863036395e-06,-4.159542054567573e-08,6.119830866168993e-09
59.0,0.010700499988161027,1.6810994464822983e-05,1.4285931372355933e-06,1.3438314309010904e-06,-1.5741240503163133e-08,2.0230291140499353e-08
60.0,0.00975889596156776,1.6810994464822983e-05,2.3661713462401715e-06,1.3205210873996518e-06,-1.7997487054712858e-09,3.334460226454783e-08
61.0,0.010314224986359477,1.6810994464822983e-05,1.4825052920628324e-06,1.2441813110982482e-06,2.260547491592693e-08,4.6964753859219906e-08
62.0,0.00968502601608634,1.6810994464822983e-05,9.7579182430154e-07,7.592139307971198e-07,3.696357723854114e-08,5.9014682225934856e-08
63.0,0.011326181003823876,-1.856934419755461e-05,-6.460152497662018e-07,2.0019760052133336e-07,4.8015572062631886e-08,6.761367662676764e-08
64.0,0.008605274022556841,-1.856934419755461e-05,1.3170104387298944e-08,-1.2311605555130195e-07,4.245643381564322e-08,6.933643183791208e-08
65.0,0.009643414989113808,-1.856934419755461e-05,-3.4313000628317394e-06,-4.823562322915963e-07,4.258343859769989e-08,6.814917262240808e-08
66.0,0.010524001088924706,8.079611351165689e-05,2.289121221999715e-06,1.1841984634690803e-06,6.47243300003125e-09,6.30728551085217e-08
67.0,0.009662989061325788,8.079611351165689e-05,2.960690735663625e-06,1.614088292339952e-06,2.8592186328263217e-08,7.451575190746224e-08
68.0,0.010736593045294285,8.079611351165689e-05,3.025426990768978e-06,1.8274796460342076e-06,6.037991789005651e-08,9.184556104149029e-08
69.0,0.009756062063388526,8.079611351165689e-05,3.7200554355819578e-06,1.960142368608394e-06,8.989617138024945e-08,1.0967456588777931e-07
70.0,0.009591007023118436,8.079611351165689e-05,3.1793900160517014e-06,1.8726225317251336e-06,1.2557524918930592e-07,1.2847430511141444e-07
71.0,0.010327595053240657,8.079611351165689e-05,1.8709778452371141e-06,1.1106762736320566e-06,1.5841070179140422e-07,1.478139923066459e-07
72.0,0.00966078497003764,8.079611351165689e-05,-0.07710584094951342,-8.246616507170138e-05,1.7648581643794433e-07,1.585439969575279e-07
73.0,0.009662006981670856,8.079611351165689e-05,0.11446141749980916,0.00011627461534274213,-0.0007448206877653634,-6.382446657168722e-07
74.0,0.01017283694818616,8.079611351165689e-05,0.00031769194552088613,0.0001206906216812545,0.00041957664931845703,5.445980373779082e-07
75.0,0.010588408913463354,8.079611351165689e-05,0.00023884459293415554,4.684725186678119e-05,0.0004229405015461459,1.8225196917591368e-06
76.0,0.009226936032064259,8.079611351165689e-05,0.000214783961805345,7.017088474472974e-06,0.00042514430532675376,2.25477628801193e-06
77.0,0.010676407953724265,8.079611351165689e-05,0.0002845619670287749,5.261177897779621e-06,0.00042743742652490477,2.3296935872127802e-06
78.0,0.00960424798540771,8.079611351165689e-05,0.00035489192388018625,6.946900668042434e-06,0.00043017043022346456,2.3802232444384015e-06
79.0,0.009855190990492702,8.079611351165689e-05,0.00042002164279910195,4.9247425270122365e-06,0.00043366795791428716,2.448686277313941e-06
80.0,0.011042554047890007,8.079611351165689e-05,0.000486204288293923,-2.0102115904478565e-07,0.0004383060696061798,2.503068012840416e-06
81.0,0.009456341969780624,8.079611351165689e-05,0.0005667344420296569,5.8052790112647955e-06,0.0004429037836234609,2.501167088017327e-06
82.0,0.009644303936511278,8.079611351165689e-05,0.00063871133033578,6.660884542500939e-06,0.00044836954283368404,2.557154963238214e-06
83.0,0.009692488005384803,8.079611351165689e-05,0.0006931049668347898,-8.473519131340676e-07,0.000454560244741867,2.6217155067716576e-06
84.0,0.01071033300831914,8.079611351165689e-05,0.0007746106271176818,-5.0905569401134466e-08,0.0004619836297463876,2.6126400856067553e-06
85.0,0.009609989007003605,8.079611351165689e-05,0.0008592440992883337,5.57227122930335e-06,0.00046942762935769667,2.612150883644415e-06
86.0,0.010304466006346047,8.079611351165689e-05,0.0009392520323894441,5.558792714019728e-06,0.0004782816809699667,2.6695701631049115e-06
87.0,0.00961637799628079,8.079611351165689e-05,0.0010100955125881585,3.698597820798257e-06,0.0004873138835471986,2.7230256150458968e-06
88.0,0.010529742110520601,8.079611351165689e-05,0.0010951799117314331,3.7148342440060585e-06,0.000497949928801746,2.761970896269436e-06
89.0,0.009678488015197217,8.079611351165689e-05,0.0011767283654059639,5.060070624208978e-06,0.0005085496144519234,2.7979248749784926e-06
90.0,0.009674377040937543,8.079611351165689e-05,0.0012569385581354222,4.359609998247789e-06,0.0005199337283336269,2.8468779060508625e-06
91.0,0.01028791000135243,8.079611351165689e-05,0.0013361000212507108,2.8398795211868083e-07,0.0005328649990969538,2.891729181353832e-06
92.0,0.00957354495767504,8.079611351165689e-05,0.0014237707239565882,1.9965566001769314e-06,0.0005456562127183481,2.894447952780878e-06
93.0,0.010599407949484885,8.079611351165689e-05,0.0015245592369267254,4.097957450250625e-06,0.0005607473394480973,2.91561027068039e-06
94.0,0.011526030953973532,-0.09771449853928296,0.0003863427243230322,-0.0007529741419374197,0.0005783194564040811,2.962843455100045e-06
95.0,0.008578237029723823,-0.09771449853928296,-0.00031920539951585874,-0.0012305764773245305,0.0005816335958680333,-3.4963472116920506e-06
96.0,0.009567674016579986,-0.10448185200890253,-0.0013207795928242318,-0.0018920916794736304,0.0005785795426611334,-1.527010179920449e-05
97.0,0.00970900699030608,-0.10448185200890253,-0.002333033430356298,-0.0025640993294607155,0.0005657560843617494,-3.364043314151394e-05
98.0,0.010450372006744146,-0.10448185200890253,-0.00343329050147932,-0.003288225841761066,0.0005413750171103556,-6.043622499662164e-05
99.0,0.009781099040992558,-0.10448185200890253,-0.0044690977553241895,-0.003967287895141464,0.0005077936626788874,-9.259868762403774e-05
100.0,0.009842931991443038,-0.10448185200890253,-0.005522593794860762,-0.004652258212091707,0.00046380463741012073,-0.00013164843256639036
101.0,0.01041609502863139,-0.10448185200890253,-0.006649283025594239,-0.005379474958511156,0.000406280775638321,-0.00018010679620126835
102.0,0.009631601045839489,-0.10448185200890253,-0.007705094165037328,-0.0060542885399453876,0.0003422375342949248,-0.00023191975283773174
103.0,0.010557926958426833,-0.10448185200890253,-0.00888312394898058,-0.006797257139108684,0.00026088771289265985,-0.0002958404890277158
104.0,0.00977072911337018,-0.10448185200890253,-0.009990065315775334,-0.007488170703364411,0.0001740931151066794,-0.0003622546472478683
105.0,0.009898505988530815,-0.10448185200890253,-0.011136046334049451,-0.008191794325797426,7.520639375266327e-05,-0.00043637634979826195
106.0,0.010336964973248541,-0.10448185200890253,-0.0123575027223508,-0.00893122989126757,-3.990652714287874e-05,-0.0005210546408120861
107.0,0.009575341013260186,-0.10448185200890253,-0.01351479472508151,-0.00962052757713371,-0.00015823382978167875,-0.0006065742126887957
108.0,0.010664389003068209,-0.10448185200890253,-0.014839340126245928,-0.01039409438422225,-0.00030236085802656223,-0.000709171261186095
109.0,0.00956489599775523,-0.10448185200890253,-0.016055514136990405,-0.011093205500974663,-0.00044429760300942046,-0.0008085896929620324
110.0,0.009823117055930197,-0.07112359921795844,-0.01627085515958107,-0.011165237028353469,-0.0006020127977702193,-0.0009175595491235953
111.0,0.010322244022972882,-0.07112359921795844,-0.01653336441476458,-0.011247684797070884,-0.0007699645351898625,-0.0010328098503045923
112.0,0.009555452968925238,-0.07112359921795844,-0.01681104636896627,-0.01132978568534868,-0.0009279483212732476,-0.0011402865733922986
113.0,0.009766728966496885,-0.07112359921795844,-0.01713187600015899,-0.011419833715055982,-0.0010921372548021529,-0.0012509415194295952
114.0,0.01065992598887533,-0.07112359921795844,-0.017523943553162075,-0.011525661881449377,-0.0012747617850144373,-0.0013726761016373552
115.0,0.0098188950214535,-0.07112359921795844,-0.017923252684068528,-0.011629628265494378,-0.0014468275471248124,-0.0014858453657040748
116.0,0.010277207009494305,-0.07112359921795844,-0.018385354424025512,-0.011745671687321066,-0.001631028525242459,-0.0016053654628320267
117.0,0.009626045008189976,-0.07112359921795844,-0.018854246242500414,-0.0118609839573008,-0.0018080067744196532,-0.001718429827145602
118.0,0.009503341047093272,-0.07112359921795844,-0.019357153735700044,-0.011981316012242452,-0.0019871851066480114,-0.0018311488028459335
119.0,0.010695851990021765,-0.07112359921795844,-0.019971547895249308,-0.012125305387816147,-0.002194226357953156,-0.0019592991855585567
120.0,0.009702006937004626,-0.07112359921795844,-0.020570385162993095,-0.012263165081942452,-0.0023879904541755847,-0.0020769389825444485
121.0,0.01028791000135243,-0.07112359921795844,-0.021256814177687655,-0.012417639936258648,-0.002599616725425613,-0.0022031013212392
122.0,0.00955245306249708,-0.07112359921795844,-0.0219350383829592,-0.012568614782997213,-0.002802671445116197,-0.0023217202438773
123.0,0.010587389930151403,-0.07112359921795844,-0.022744258251148685,-0.012745327473853355,-0.003034906249609424,-0.0024547890694667568
124.0,0.009564138017594814,-0.07112359921795844,-0.023519615143548514,-0.012913034476708298,-0.0032524354746312294,-0.0025766871405061335
125.0,0.009770691976882517,-0.07112359921795844,-0.024364986063636913,-0.013092907828038673,-0.0034822383896136633,-0.0027028564228649145
126.0,0.015384078957140446,0.48898711197177175,-0.002089744188913838,0.001038746069751008,-0.00385707125900628,-0.0029042787506700237
127.0,0.014571381034329534,0.48898711197177175,0.016672051630971553,0.013004864530925402,-0.0038875217178472197,-0.0028891427858897694
128.0,0.010631259996443987,0.48898711197177175,0.030394614779786788,0.021742378185226154,-0.003710276802284223,-0.002750884689842969
129.0,0.009624414960853755,0.48898711197177175,0.042882387800534334,0.02966329860017975,-0.0034177464170682564,-0.002541627019952538
130.0,0.009644045028835535,0.48898711197177175,0.05549037471348581,0.03761589048013171,-0.0030041867381759156,-0.0022555528325486104
131.0,0.01035114994738251,0.48898711197177175,0.06915530266711152,0.046174470963020596,-0.0024297975488801814,-0.0018661851097844487
132.0,0.010540852905251086,0.48898711197177175,0.083242464267771,0.054919510215777866,-0.0017008416758480408,-0.0013794668033854612
133.0,0.009572119102813303,0.48898711197177175,0.0962050952435391,0.06289023350497679,-0.0009040348934652562,-0.0008537707105318635
134.0,0.009667395963333547,0.48898711197177175,0.10949802486000397,0.0709749269720736,2.6017855944253116e-05,-0.00024578592101274675
135.0,0.01055546395946294,0.48898711197177175,0.12428790333104746,0.07984932948774016,0.001181820310986402,0.0005033873626664903
136.0,0.009318360942415893,0.48898711197177175,0.1375862565803338,0.08772519417781777,0.002339979855001197,0.0012474522358431458
137.0,0.01051916810683906,0.48898711197177175,0.15293717025567355,0.0966744886001579,0.00378727281716042,0.00217024830060471
138.0,0.009655304020270705,0.48898711197177175,0.16735104965509812,0.1049437362232324,0.00526392769197885,0.003103669879043429
139.0,0.01068185199983418,0.48898711197177175,0.1837209776641264,0.11416542454282459,0.007051546836411509,0.004224663337689635
140.0,0.00970048806630075,0.48898711197177175,0.19897757841756272,0.12260629801795545,0.008833729987771474,0.005332123676051464
141.0,0.010314873070456088,0.48898711197177175,0.21567103296918466,0.13166286925459866,0.010886158453015356,0.006596792077745186
142.0,0.009668376995250583,0.48898711197177175,0.23177236512495955,0.14022903176745322,0.01297134730671655,0.007869758333975033
143.0,0.009875932009890676,0.48898711197177175,0.2487224638262876,0.14906547446500765,0.015260315426462208,0.0092546507175232
144.0,0.009825284010730684,0.48898711197177175,0.2661240878200222,0.15794826494362474,0.017704084273404173,0.010719261340336224
145.0,0.010605501011013985,0.48898711197177175,0.2855750056456615,0.16765046962595884,0.020526463555834592,0.01239438182388374
146.0,0.009368638973683119,0.48898711197177175,0.3033176618916148,0.17631643088444673,0.023201912683636312,0.013965038547577776
147.0,0.010549926897510886,0.48898711197177175,0.32404763452911195,0.18620316046918678,0.02640189184331677,0.01582516400423872
148.0,0.009674821980297565,0.48898711197177175,0.34373710491929416,0.1953845088534194,0.029536995020522455,0.01762664643394688
149.0,0.009582692990079522,0.48898711197177175,0.363937499225848,0.20459748703606723,0.03283092216626281,0.019498956197306672
150.0,0.010688556008972228,0.48898711197177175,0.38739474127793194,0.21503005160591412,0.03672088851050357,0.021685807896786646
151.0,0.009314880007877946,0.48898711197177175,0.408583206485127,0.22424760796405865,0.04032942404119043,0.023688787025583538
152.0,0.010611000936478376,0.48898711197177175,0.43373550097332386,0.23491951320054277,0.04466490082783345,0.0260682786036932
153.0,0.009605211089365184,0.48898711197177175,0.457391656540862,0.24472819687808178,0.04883102187163378,0.028324730116995323
154.0,0.010686408029869199,0.48898711197177175,0.4848581808481747,0.25583410879740465,0.05371889574288723,0.030939995485248666
155.0,0.009646137012168765,0.48898711197177175,0.5106463118734265,0.2660241780918905,0.05839590418681962,0.03340780635109452
156.0,0.010259354952722788,0.48898711197177175,0.5392498002276522,0.2770582263670103,0.06363480595562788,0.036137042820145564
157.0,0.009588934015482664,0.48898711197177175,0.5670710878796049,0.2875503322456667,0.06880563670787306,0.03879373587122548
158.0,0.009713524952530861,0.48898711197177175,0.5964184353082643,0.29837091568163704,0.07431389586985042,0.0415868631986023
159.0,0.010629575001075864,0.48898711197177175,0.6299984414424904,0.31045187503682814,0.08065357035998393,0.044758419224979945
160.0,0.009648545063100755,0.48898711197177175,0.6617478945223861,0.32162360636310794,0.08673213871192503,0.047753828131196906
161.0,0.010355390957556665,0.48898711197177175,0.6973498333847408,0.33386102481600766,0.09358479687504431,0.0510843663162662
162.0,0.009705988923087716,0.48898711197177175,0.7321285835871203,0.3455556911582153,0.10035326663339367,0.054324817724981087
163.0,0.009630267042666674,0.48898711197177175,0.7680813425783474,0.35738877942340996,0.10740386040290695,0.05765261130894795
164.0,0.01055544603150338,0.48898711197177175,0.8093013250775244,0.3706441273516177,0.11551130156229736,0.06142500928241662
165.0,0.009623175021260977,0.48898711197177175,0.8484569518684667,0.3829720732179257,0.1232993498584568,0.06499178259052378
166.0,0.010326855001039803,0.48898711197177175,0.8923632626096265,0.3964919011097849,0.13206124177502665,0.0689466796600929
167.0,0.009645655052736402,0.48898711197177175,0.9350930594748507,0.40937756394477254,0.14066866998789354,0.07277110376940155
168.0,0.010585593990981579,0.48898711197177175,0.9841340319297767,0.42383950430522077,0.1505671854592791,0.07710460845033801
169.0,0.009506729897111654,0.48898711197177175,1.0299824098282675,0.4370868653005947,0.15992308188339094,0.08113393613749344
170.0,0.010488852974958718,0.48898711197177175,1.082840107143942,0.4520288617606824,0.17072641594687332,0.08571847600491696
171.0,0.00918719603214413,0.48898711197177175,1.130949886178912,0.46536277952392585,0.18067468028267267,0.08987135377009933
172.0,0.010643259971402586,0.48898711197177175,1.1891885682754335,0.4811527111804646,0.192711673935903,0.09482433081358697
173.0,0.009606471052393317,0.48898711197177175,1.2438658540813678,0.4956731671320058,0.204135579492878,0.09944651040532267
174.0,0.010513945017009974,0.48898711197177175,1.3063100893775825,0.5118946625177604,0.21721351669122566,0.10465799083095577
175.0,0.009567822911776602,0.48898711197177175,1.3653553496148036,0.5269136719138153,0.22971206029425742,0.10955570831140934
176.0,0.010296317981556058,0.48898711197177175,1.4315315275602898,0.5433769278021888,0.24377019313171008,0.1149809790262633
177.0,0.009607451967895031,0.48898711197177175,1.4956303905563526,0.5589786228402377,0.257523563523273,0.1202014467605852
178.0,0.010618538013659418,0.48898711197177175,1.5694027768322887,0.5765133112062794,0.2734049716797799,0.12613698251603725
179.0,0.009915023925714195,0.48898711197177175,1.6408882567336165,0.5931025157126701,0.28896563776115436,0.13185312579014022
180.0,0.009684488992206752,0.48898711197177175,1.7132355384661262,0.6094943885544915,0.3048568020209324,0.13759702057480971
181.0,0.01044240896590054,0.48898711197177175,1.7942071460810702,0.6273653756772749,0.32274710816851054,0.1439616102425172
182.0,0.009507230948656797,0.48898711197177175,1.870405202607694,0.6437423321431995,0.33980504987603366,0.1499261177582719
183.0,0.009663951932452619,0.48898711197177175,1.9504372900869849,0.6604778390989274,0.35788055584824374,0.1561472127129887
184.0,0.010578352957963943,0.48898711197177175,2.0411172303119054,0.6788576700879251,0.3785129699251586,0.16313398041589047
185.0,0.009589136927388608,0.48898711197177175,2.1258391474265483,0.6954779103852986,0.39808552253147167,0.1696436395685716
186.0,0.010348409996367991,0.48898711197177175,2.2201847452805645,0.7133406323155721,0.420084577615371,0.17684073012865595
187.0,0.009574822965078056,0.48898711197177175,2.3099376691049938,0.7296951309787028,0.4413424535011993,0.1836708403968744
188.0,0.010582593968138099,0.48898711197177175,2.4120820868346886,0.7475246318633685,0.4657875859450448,0.19139290768854936
189.0,0.009524711989797652,0.48898711197177175,2.506347587045569,0.7632207527849315,0.4887619731178953,0.19851286451232747
190.0,0.00964595191180706,0.48898711197177175,2.6041497691974578,0.7787083538978263,0.5129380814168105,0.2058748551917841
191.0,0.010311650927178562,0.48898711197177175,2.7112464574371664,0.7946951001142292,0.5397911647988674,0.21390462391125634
192.0,0.009774210047908127,0.48898711197177175,2.814968105023899,0.8091680632245059,0.566291457165505,0.2216721407438162
193.0,0.01058024202939123,0.48898711197177175,2.929684389890834,0.82396138538527,0.5960745010216746,0.2302333346951852
194.0,0.009605600032955408,0.48898711197177175,3.0357696292517913,0.8364485505367706,0.624215877493759,0.23814797820579592
195.0,0.01076742506120354,0.48898711197177175,3.1569186366272928,0.8492308375705188,0.6569032994798053,0.24715437529125292
196.0,0.009305788087658584,0.48898711197177175,3.2632569356016727,0.8590797908261434,0.6862809153222389,0.255057137503189
197.0,0.009613952017389238,0.48898711197177175,3.374735020699409,0.8679611796013166,0.717653710921526,0.2633162893913003
198.0,0.010637259925715625,0.48898711197177175,3.49979790599724,0.8760461973992264,0.7535516445171209,0.2725490180641503
199.0,0.009672433021478355,0.48898711197177175,3.6149724929355753,0.8816503678085404,0.7874032053515894,0.2810225162322151
200.0,0.010610889992676675,0.48898711197177175,3.7428280377312717,0.8856812842659119,0.8257612808006809,0.29037761129703443
201.0,0.009222510969266295,0.48898711197177175,3.855220381534751,0.8872402468748324,0.860279553434735,0.2985458166564507
202.0,0.010625611990690231,0.48898711197177175,3.9860003671474242,0.8865680882198504,0.901243629347524,0.30797328726226686
203.0,0.009659914998337626,0.48898711197177175,4.106167132808638,0.8835086274609312,0.9397480540775107,0.3165374596347093
204.0,0.00968043296597898,0.48898711197177175,4.22781959442611,0.8779429862098288,0.9794975297537708,0.32509020567770897
