tick,tick_dt,input_force,output_ang_vel,output_speed,output_position,output_angle
13512.0,0.010199329815804958,-0.07703515666114763,-0.004585507783333957,-0.005449176627451189,0.0007350504442582555,0.0004452918376633918
13513.0,0.01004540454596281,-0.07522161796044435,-0.004713862801651241,-0.005566065878424755,0.000680311260593103,0.000399228556931141
13514.0,0.010310773737728596,-0.07342137883759062,-0.004795488415003334,-0.005651071217469536,0.0006229208147113738,0.00035062498415261965
13515.0,0.00905646849423647,-0.07167058156150644,-0.004823750077513235,-0.0056957225405980805,0.0005717420662716744,0.00030719479440766595
13516.0,0.010361681692302227,-0.07026001751976313,-0.004821506823561466,-0.005719672239211656,0.0005127248022983262,0.00025721263154125564
13517.0,0.010074090212583542,-0.06865634549969563,-0.004774069574619738,-0.0057128211668446595,0.00045510430817409823,0.0002086403368401103
13518.0,0.009980536065995693,-0.06733272121169318,-0.004698021256730378,-0.005681464535904039,0.0003980872904798215,0.0001609925632690453
13519.0,0.010331199504435062,-0.06602485011903839,-0.00458490360608564,-0.005624107917196227,0.0003393909468820243,0.00011245636838968704
13520.0,0.010068867355585098,-0.06483977753434525,-0.004445834915566019,-0.005546268005141078,0.0002827625502702795,6.629158214186693e-05
13521.0,0.009398465976119041,-0.06382659457038703,-0.004294461052965288,-0.0054561532093872645,0.0002306361391295235,2.4507553952477633e-05
13522.0,0.010441587306559086,-0.06298587977170725,-0.004107993988599991,-0.005340378740071332,0.00017366523903574382,-2.033343606667708e-05
13523.0,0.01003270223736763,-0.062147687232481943,-0.003908809072093851,-0.005214062245868628,0.00012008680930183964,-6.154771654719698e-05
13524.0,0.009421390481293201,-0.06153102914268718,-0.0037129563394122517,-0.005085137347230296,7.09630928897427e-05,-9.83741331322145e-05
13525.0,0.010210755281150341,-0.06098766839849326,-0.003490322321330687,-0.004935894404577761,1.903999986613612e-05,-0.0001362862216835488
13526.0,0.0104763088747859,-0.06051585948565093,-0.0032528684018113983,-0.004774461061341826,-3.266995448954794e-05,-0.0001728519163943688
13527.0,0.009896351024508476,-0.060178956956046165,-0.0030264128078548174,-0.004616502386404609,-7.991969710543394e-05,-0.00020504344393522628
13528.0,0.010089256800711155,-0.05991176500985625,-0.002793762688586183,-0.004451282736340537,-0.00012649677520296592,-0.00023557769993863483
13529.0,0.009166170842945576,-0.05971870198485821,-0.002580728919262519,-0.004298601032143942,-0.00016729799323451756,-0.00026118580603686273
13530.0,0.010183440521359444,-0.05966404366431237,-0.0023497977026936505,-0.004128843136460794,-0.0002110725411704097,-0.00028746650548792485
13531.0,0.01023603230714798,-0.05959997850576518,-0.0021184734874046002,-0.003957938720791268,-0.00025333551290636857,-0.00031151911068795913
13532.0,0.010257218033075333,-0.05968306011290038,-0.0018969755206996088,-0.0037891468420833962,-0.00029393295332707587,-0.0003332487551455576
13533.0,0.009988812729716301,-0.059737732422953854,-0.0016864934947285355,-0.0036266135253069376,-0.0003317820315380428,-0.00035219728837468205
13534.0,0.010324384085834026,-0.05987193923240733,-0.0014777098678774997,-0.0034620603029517703,-0.0003692245825041922,-0.00036960929497251995
13535.0,0.009151523001492023,-0.060042504652602864,-0.0012998753787285312,-0.0033198033611948844,-0.00040090770699920776,-0.0003831325908179326
13536.0,0.01030655112117529,-0.060254783872287686,-0.001111564142908863,-0.0031644164530357497,-0.0004351234300536124,-0.0003965298228599553
13537.0,0.009971017017960548,-0.060455035857407725,-0.0009351997093126194,-0.003018593437431223,-0.0004666758803587462,-0.0004076132478454543
13538.0,0.010485772974789143,-0.06077714384543647,-0.0007664758747375856,-0.002872240667536428,-0.0004983281658468384,-0.00041741953968339523
13539.0,0.009978479705750942,-0.061015773554182355,-0.0006135775835460878,-0.0027380606125989955,-0.0005269887610578831,-0.0004250678036444119
13540.0,0.009241355583071709,-0.061321120428984285,-0.0004836820802070334,-0.0026195627421386537,-0.0005522921527869136,-0.0004307380922717632
13541.0,0.010315755382180214,-0.06157011505980415,-0.00034774448091152315,-0.0024926122451114086,-0.0005793149212430891,-0.00043572763829392304
13542.0,0.010385014116764069,-0.06186718005560622,-0.00021984471820798423,-0.002371157369447632,-0.00060520073459619,-0.000439338969637216
13543.0,0.009975554421544075,-0.06222862689988736,-0.00011180740492441047,-0.002261661196042645,-0.0006288543439771602,-0.00044153204258798876
13544.0,0.01014164462685585,-0.062487989147021486,-1.022937183048414e-05,-0.002155638719984177,-0.0006517913080937744,-0.0004426659535553831
13545.0,0.009979498572647572,-0.06277049962345653,8.128888099539053e-05,-0.0020569506418590074,-0.0006733035016230004,-0.0004427680375569645
13546.0,0.009396705776453018,-0.06306788190075514,0.0001578188286843039,-0.001969534062044341,-0.0006926320616012357,-0.00044200418985935373
13547.0,0.010147441178560257,-0.06331681920520638,0.00023245717567485486,-0.0018800919491891131,-0.0007126177926450015,-0.0004404027325784105
13548.0,0.010323606431484222,-0.06357452693683821,0.00030179701358581994,-0.0017943464914340242,-0.0007320271219834319,-0.0004380029361845689
13549.0,0.009245078079402447,-0.06387423085988692,0.0003538017127136728,-0.0017229166540309198,-0.0007486159953982413,-0.0004352127992298375
13550.0,0.010217682458460331,-0.0640749086959432,0.00040500200094608263,-0.001647895284998024,-0.0007662202106715222,-0.0004315977656760698
13551.0,0.010257681831717491,-0.06427814999660407,0.0004534562450632001,-0.0015766623274421677,-0.0007831237961970194,-0.0004274433840091559
13552.0,0.010265587829053402,-0.0645628406101724,0.0004906268268127531,-0.0015109076195244794,-0.0007993091617961367,-0.0004227883890988269
13553.0,0.009954424574971199,-0.06473726698735868,0.0005229808426050955,-0.0014504433407400447,-0.0008143493777344424,-0.0004179044813568619
13554.0,0.009394039399921894,-0.06492528835514869,0.0005485633535480633,-0.0013967116824346144,-0.0008279748996247087,-0.0004129915787160253
13555.0,0.010190033353865147,-0.06508337042873584,0.000572318524888628,-0.0013414121432105805,-0.0008422074382544505,-0.0004074016998466624
13556.0,0.010161736980080605,-0.06524675507648027,0.000593413226336379,-0.0012893927332704685,-0.0008558385156356426,-0.00040158594952791646
13557.0,0.009738740511238575,-0.06544418737127436,0.0006066128011624671,-0.0012430791359765026,-0.0008683955768820404,-0.00039580685210068955
13558.0,0.010065311565995216,-0.06555368444198953,0.0006185297610681,-0.001197185462152406,-0.000880907555686832,-0.0003897011052570682
13559.0,0.01006427500396967,-0.06567736487506708,0.0006287062994182304,-0.0011535630897851847,-0.0008929563594086883,-0.00038347605164353916
13560.0,0.009891110472381115,-0.06582049443010803,0.0006345885466028812,-0.0011132412139778745,-0.0009043663793666149,-0.00037725744818131154
13561.0,0.009881683625280857,-0.06592139879591724,0.0006387345420877356,-0.0010747076305587346,-0.0009153670768417679,-0.00037098664493155506
13562.0,0.010804325342178345,-0.06601950564270417,0.0006417433641710197,-0.0010344071106280247,-0.0009269785677300461,-0.00036408554913155186
13563.0,0.009865147061645985,-0.06613038088531199,0.0006430733856249389,-0.0009995711500621765,-0.0009371831459980039,-0.0003577546564681693
13564.0,0.00948841031640768,-0.06624234188473303,0.0006398178503044757,-0.0009678756723700507,-0.0009466674872102373,-0.00035165291232179844
13565.0,0.01010314654558897,-0.06626677255959809,0.000638950448973488,-0.0009344326626661383,-0.0009564460769661024,-0.00034518873881768863
13566.0,0.010459661483764648,-0.06635689986938041,0.0006371753041138972,-0.0009014376135127722,-0.0009662199262969631,-0.0003385055334165265
13567.0,0.01005059015005827,-0.06646264860026915,0.0006321321906721625,-0.0008715551284621605,-0.0009752799062962267,-0.000332101545581139
13568.0,0.00931746605783701,-0.06651246047299234,0.0006269723179184846,-0.0008445578024085455,-0.0009834005916232065,-0.000326211675350485
13569.0,0.010215348564088345,-0.06654861633789391,0.0006217752998812554,-0.0008154487828784684,-0.0009920280439573302,-0.00031980693458291324
13570.0,0.010194718837738037,-0.06659726754356049,0.0006185398628737569,-0.0007872090348811553,-0.0010003413150253518,-0.0003134681102203736
13571.0,0.010259070433676243,-0.06670841150139883,0.0006102129751105945,-0.0007607132151919321,-0.001008417347960224,-0.00030712246620111526
13572.0,0.009161467663943768,-0.06672243947564094,0.0006045137408096838,-0.0007371452227967658,-0.0010153865974827396,-0.0003015320197615206
13573.0,0.00988309271633625,-0.0667656867528526,0.0005971461252142055,-0.0007123048828618484,-0.0010226718720650443,-0.00029555755441279926
13574.0,0.010332995094358921,-0.06677813332178505,0.0005935653668012386,-0.0006864506009812527,-0.0010300321149253437,-0.0002893872464303454
13575.0,0.009994998574256897,-0.06689106009932856,0.0005852471251834629,-0.0006633740605393909,-0.001036893187703449,-0.00028345456143543876
13576.0,0.010302791371941566,-0.06691059111554043,0.0005773882858971964,-0.0006397475910098443,-0.0010437277922507441,-0.00027742488240364496
13577.0,0.010221441276371479,-0.06693347810857521,0.0005713205377469505,-0.0006165799885352664,-0.0010502669346839513,-0.000271523141945682
13578.0,0.009402725845575333,-0.06699276853162249,0.0005642348482224961,-0.0005961549718084083,-0.0010560644672780164,-0.00026615117155930074
13579.0,0.010063997469842434,-0.06701661638264504,0.0005567872601136626,-0.0005745388490240281,-0.0010620641694059302,-0.0002604727134743926
13580.0,0.010168107226490974,-0.06703473721321966,0.000552335013868775,-0.0005529256622126703,-0.0010679061420285911,-0.00025481124091121277
13581.0,0.010248810984194279,-0.06712868178458577,0.0005434995835245222,-0.0005327476164628355,-0.0010735729726289193,-0.0002491504637541194
13582.0,0.009446797892451286,-0.06713751270293103,0.0005369104434348046,-0.0005141532898966754,-0.001078605731689329,-0.00024401613303393177
13583.0,0.010015127249062061,-0.06717004027111731,0.0005292803633706241,-0.000494854325469699,-0.001083755042313168,-0.00023863890662158187
13584.0,0.01043067965656519,-0.06718234754449895,0.0005246118617876252,-0.00047487074518634103,-0.001088916709258808,-0.00023311815270275247
13585.0,0.010222848504781723,-0.06727336662160369,0.0005162650490676046,-0.00045685843384406477,-0.0010937712409462008,-0.0002277551251158861
13586.0,0.00935778021812439,-0.06729293861709654,0.0005088970184542423,-0.00044055593439156724,-0.0010980464217609101,-0.00022292403025241225
13587.0,0.010073700919747353,-0.06730654441934529,0.0005014593781677429,-0.0004230728682987661,-0.0011024844504823907,-0.00021779755388955305
13588.0,0.010233459062874317,-0.06731970061282137,0.0004975030381726736,-0.0004054762427815736,-0.001106813949360739,-0.00021266588987137904
13589.0,0.010436403565108776,-0.06742398933667061,0.0004880134112221434,-0.0003893808957214153,-0.0011110456630664715,-0.0002074737473901413
13590.0,0.00958114955574274,-0.06742392943610899,0.0004812674110895931,-0.0003744639358230518,-0.0011147763796625274,-0.00020279801791201377
13591.0,0.010345403105020523,-0.06745611156434031,0.0004729250731354556,-0.0003587828133572166,-0.0011186503600269094,-0.0001978191125429823
13592.0,0.009236596524715424,-0.06745850194707044,0.0004693891243145412,-0.00034477652149533507,-0.0011219642921138924,-0.00019345089445600857
13593.0,0.010235755704343319,-0.06755632765412721,0.00045849703912205253,-0.00033089340506960114,-0.0011254933403605119,-0.0001886463420492493
13594.0,0.010352106764912605,-0.06750954929109475,0.0004559367879289624,-0.00031589795042662796,-0.0011289187842175978,-0.0001838999317488615
13595.0,0.010228458791971207,-0.06765101528463896,0.00044461577074334023,-0.0003036005019177156,-0.0011321499333860048,-0.0001792364011017864
13596.0,0.009396837092936039,-0.06761546729205689,0.00043775876947373875,-0.00029154140444858333,-0.0011350028178438592,-0.00017505841913516103
13597.0,0.010243014432489872,-0.06763863833311999,0.00042977479491911833,-0.00027866574188306495,-0.0011379890806572945,-0.00017057444974149253
13598.0,0.010395142249763012,-0.06764348300827439,0.00042629914501335375,-0.0002656490107623113,-0.0011408858506843046,-0.00016610687961294556
13599.0,0.009360522031784058,-0.0677667527951946,0.00041608186200577297,-0.00025593690514268125,-0.0011433724641022667,-0.00016211649707391736
13600.0,0.010305105708539486,-0.06773437341806374,0.0004070756595883528,-0.00024441677657808,-0.0011460099209644784,-0.00015782872950254195
13601.0,0.010040497407317162,-0.06771545779136705,0.00040522773481767305,-0.0002328406866468296,-0.0011484639869760154,-0.00015374148739786316
13602.0,0.010381735861301422,-0.06786761700656951,0.0003927885478199575,-0.000223629415274904,-0.0011508812774825468,-0.0001495345200913126
13603.0,0.009178968146443367,-0.06781070451339401,0.0003870005639813148,-0.0002144129279715488,-0.001152933964761963,-0.00014592912652258545
13604.0,0.010230015031993389,-0.0678540854120178,0.00037675993829983475,-0.00020475676439604714,-0.0011551274122381656,-0.00014197010493566668
13605.0,0.010090979747474194,-0.0678025159443754,0.0003768580860761184,-0.00019430943616531666,-0.0011571936086008446,-0.00013816822802862342
13606.0,0.01023745909333229,-0.06799588624854616,0.0003631665411250756,-0.0001872184132159042,-0.0011591828435050355,-0.00013431015878842764
13607.0,0.00918422732502222,-0.06791361562997546,0.00035698032700475825,-0.000179335387237177,-0.0011609022999714404,-0.00013097475471789293
13608.0,0.010158738121390343,-0.06794266398572335,0.0003476279213084931,-0.0001709798354847973,-0.001162724121206281,-0.0001273482850613633
13609.0,0.01005090493708849,-0.06790322505249761,0.0003474850866579539,-0.00016203296988643145,-0.0011644426232788978,-0.00012385430987081394
13610.0,0.010259292088449001,-0.06808754784934774,0.0003339551559656101,-0.00015624150705429953,-0.0011661049668449217,-0.00012028935887040998
13611.0,0.009991091676056385,-0.0680035588539369,0.0003275246768095277,-0.00014891800094413252,-0.0011676659900655064,-0.00011695278229146586
13612.0,0.010265051387250423,-0.06803685464033536,0.0003197221704920201,-0.00014191160620919026,-0.0011691946409976845,-0.00011359072465342348
13613.0,0.010029665194451809,-0.06804305406634072,0.00031379536370651875,-0.00013510630986368423,-0.0011706179668951695,-0.00011038401832814508
13614.0,0.010154570452868938,-0.068086429342706,0.00030574291778496236,-0.0001289220938265628,-0.0011719899134373074,-0.0001071975611996036
13615.0,0.009180634282529354,-0.06808538007484416,0.0002999877946251426,-0.00012324416892102281,-0.001173173500031667,-0.00010439064728694642
13616.0,0.010439845733344555,-0.06811344756718984,0.0002903759174815078,-0.00011714716085523154,-0.0011744601501427366,-0.00010125882098917368
13617.0,0.00986259151250124,-0.06805900875304796,0.0002951563817079579,-0.00011056070316886032,-0.001175615524737101,-9.83949619299858e-05
13618.0,0.010127052664756775,-0.06836452097283291,0.0002737331460908149,-0.0001093439124098357,-0.0011767351788007448,-9.540589770809026e-05
13619.0,0.010380254127085209,-0.06811824113489764,0.0002697481776916433,-0.00010316090935887064,-0.0011778701963988086,-9.256447808866106e-05
13620.0,0.009341077879071236,-0.06818059165873842,0.00026348352597081834,-9.862015645429285e-05,-0.0011788338304872057,-9.004473935310587e-05
13621.0,0.01034938357770443,-0.06818845243045982,0.0002537323023169782,-9.353503960870251e-05,-0.0011798544883148444,-8.731784727642783e-05
13622.0,0.009622519835829735,-0.0681033933711954,0.00026052117238479486,-8.746580472223632e-05,-0.0011807545310888244,-8.487630316439195e-05
13623.0,0.010249662213027477,-0.068421135416826,0.00023971414936032495,-8.68693560433979e-05,-0.001181651026042418,-8.22060491481059e-05
13624.0,0.010341106913983822,-0.06816460048178184,0.00023964686345693718,-8.124852853197454e-05,-0.0011825493513408117,-7.97271395007761e-05
13625.0,0.010083590634167194,-0.06830428376004781,0.00022953521573882357,-7.825021019646636e-05,-0.0011833686282421566,-7.731063863291419e-05
13626.0,0.009176930412650108,-0.06823606801893331,0.00022458268396932483,-7.427181198984836e-05,-0.0011840867249759048,-7.520420993082638e-05
13627.0,0.010288329795002937,-0.06823925047224472,0.00021697452003476692,-6.969956170465424e-05,-0.001184850857872129,-7.289362921190305e-05
13628.0,0.010371125303208828,-0.0681708076481266,0.00021071712013948638,-6.397675574031663e-05,-0.0011855737207601465,-7.064335927701888e-05
13629.0,0.010121960192918777,-0.06809028594005856,0.00021955833564881816,-5.623019393183028e-05,-0.001186221290935022,-6.851048897500052e-05
13630.0,0.009380187839269638,-0.06835562955878285,0.00021263353959549494,-5.407751514837803e-05,-0.0011867487407163412,-6.64509905449372e-05
13631.0,0.010093442164361477,-0.06835133433666638,0.00020400967329731995,-5.152694946007915e-05,-0.0011872945689878837,-6.430478621082661e-05
13632.0,0.010337365791201591,-0.06829472355677166,0.00019997497176368437,-4.7976467627786424e-05,-0.0011878272219125574,-6.219586359300868e-05
13633.0,0.009977295063436031,-0.06832965915949334,0.00019835666444154015,-4.482980156436967e-05,-0.001188305897286181,-6.020065429442011e-05
13634.0,0.010211700573563576,-0.06843266405321599,0.00018921699087134103,-4.3694625913524446e-05,-0.0011887636857965287,-5.8175095430372275e-05
13635.0,0.009069301187992096,-0.06839305405026737,0.0001851904478575342,-4.199981139599585e-05,-0.001189159965519235,-5.645902955027453e-05
13636.0,0.010101016610860825,-0.06844109262141387,0.00016639549055099453,-4.067546554193372e-05,-0.001189584206311799,-5.4588417760292823e-05
13637.0,0.010176404379308224,-0.06809460127904414,0.0001316361698405386,-4.4974679973972345e-05,-0.0011899981362974703,-5.289510996155254e-05
13638.0,0.010083682835102081,-0.06746778438004024,0.00018816342406250287,-2.409332647779479e-05,-0.001190451646705938,-5.156773257525292e-05
13639.0,0.010032405145466328,-0.0685320864850891,0.00017890427728821647,-2.467083741265926e-05,-0.0011906933607184653,-4.96800008714997e-05
13640.0,0.010426271706819534,-0.0685223503852205,0.00017038981815823716,-2.5006015839384885e-05,-0.0011909505855725645,-4.7814696266980574e-05
13641.0,0.009256004355847836,-0.06852363946366123,0.0001647328219298406,-2.5347912627982117e-05,-0.0011911820413640962,-4.623756736791581e-05
13642.0,0.010289921425282955,-0.06857232797340206,0.00012676061732249703,-3.374965865006149e-05,-0.0011914428693933332,-4.4542479574092625e-05
13643.0,0.009954535402357578,-0.06799253188060674,8.900882342333643e-05,-4.36661217202678e-05,-0.0011917788315651827,-4.3280636521331126e-05
13644.0,0.01026731077581644,-0.06742698338383044,0.00014635336853372364,-2.1921535776008502e-05,-0.0011922271652072592,-4.236675526945396e-05
13645.0,0.01005359087139368,-0.06843437759097468,0.00014148498037081945,-2.0302837866559275e-05,-0.0011924475553592238,-4.08953783795656e-05
13646.0,0.010141108185052872,-0.06842169128617515,0.0001397827333573166,-1.8195199787601055e-05,-0.001192653448634492,-3.946056388706504e-05
13647.0,0.009911498054862022,-0.0684778507901347,0.00013602600420658745,-1.7289981666412987e-05,-0.0011928337903217947,-3.80751075972907e-05
13648.0,0.010107163339853287,-0.06851074827873545,0.00012968805644426767,-1.6916313752107068e-05,-0.0011930085429906403,-3.670027055430715e-05
13649.0,0.009985423646867275,-0.06848654643769433,0.00012809419518662908,-1.6115309880006946e-05,-0.0011931774595499984,-3.5405280368772304e-05
13650.0,0.01027882844209671,-0.06857450714417423,0.00011881873150927709,-1.691445687099299e-05,-0.0011933431060555462,-3.408862211202049e-05
13651.0,0.009051413275301456,-0.06850028516284651,0.00011273868188845909,-1.6343453461112226e-05,-0.0011934962057950128,-3.301314466828294e-05
13652.0,0.010570179671049118,-0.0684396826653307,5.8357781395199085e-05,-3.7462567783199005e-05,-0.0011936689590345423,-3.1821476544844675e-05
13653.0,0.010229329578578472,-0.0677806647228084,2.3553993920028145e-06,-5.568304203757239e-05,-0.0011940521759872564,-3.1224515565478545e-05
13654.0,0.009288095869123936,-0.06691121523849569,8.9355304195426e-05,-2.235883198369513e-05,-0.0011945693654199859,-3.120263839011555e-05
13655.0,0.010045072063803673,-0.06825637261118996,6.300851297526765e-05,-2.819171584791387e-05,-0.0011947939614985247,-3.0305057920189395e-05
13656.0,0.010363605804741383,-0.06782369890649657,3.3825881482009254e-05,-3.5812849452786454e-05,-0.0011950861293285318,-2.9652062529370787e-05
13657.0,0.00993814691901207,-0.06734856378392794,8.065055108504989e-05,-1.3609691225683673e-05,-0.001195442042687982,-2.931589594953749e-05
13658.0,0.01025936659425497,-0.06796078140804905,8.359431589213116e-05,-1.1468854210257474e-05,-0.0011955816694995008,-2.8488472379927277e-05
13659.0,0.010105293244123459,-0.06807455675709287,6.712605921458345e-05,-1.546796603541949e-05,-0.0011956975656344695,-2.7643727304295402e-05
13660.0,0.009245892986655235,-0.06784912982601438,9.137264269851156e-05,-3.6656001162967352e-06,-0.0011958405807931541,-2.702308694418148e-05
13661.0,0.010317457839846611,-0.06820564038997544,4.009102942525166e-05,-2.6135872429320897e-05,-0.0011958784004678117,-2.608035355542422e-05
13662.0,0.010524068027734756,-0.06764813816017354,-1.5879510785635347e-05,-4.578302967059688e-05,-0.0011961534561672222,-2.5658432834450956e-05
13663.0,0.009113244712352753,-0.06680436415598723,6.781952922083868e-05,-9.048080624779765e-06,-0.0011965706881202833,-2.5803146702152898e-05
13664.0,0.010302366688847542,-0.06790479794319985,-5.420187727639883e-06,-4.202971817888638e-05,-0.0011966639047647101,-2.5104445043454806e-05
13665.0,0.01010766439139843,-0.0670663203505266,-3.469923002531916e-05,-4.871029563434434e-05,-0.0011970887270505274,-2.5159230481944166e-05
13666.0,0.010321198962628841,-0.06647803606632903,6.18587714226312e-05,-6.836903933210472e-06,-0.001197591475703298,-2.551736813888551e-05
13667.0,0.009331762790679932,-0.06774441507301032,4.924284477736451e-05,-9.066508716547189e-06,-0.0011976552760690254,-2.4940116757446625e-05
13668.0,0.010346236638724804,-0.06753177873243493,6.107697648620278e-06,-2.8777195928101104e-05,-0.001197749080313694,-2.4430638632616016e-05
13669.0,0.010157440789043903,-0.06706215443554889,-3.705513852281863e-05,-4.2792447615495484e-05,-0.0011980413829774084,-2.4368600055392772e-05
13670.0,0.009421168826520443,-0.06634368157309009,4.9743571981581986e-05,-4.18792387767925e-06,-0.001198444537850894,-2.471770277130635e-05
13671.0,0.010257996618747711,-0.0674411336491765,8.93914005876634e-06,-2.1802642317907523e-05,-0.0011984874975598707,-2.420743337811485e-05
13672.0,0.010402421467006207,-0.06696025095102683,-3.616839791816634e-05,-3.73181836728875e-05,-0.001198714297834356,-2.4114444675670963e-05
13673.0,0.010176070965826511,-0.06623971678069816,3.1296785237913476e-05,-6.517282200408588e-06,-0.001199094050319727,-2.4482496859606474e-05
13674.0,0.009227966889739037,-0.06705625472358753,3.1789632985194245e-05,-5.2891107916131135e-06,-0.0011991541915840835,-2.4193691161675734e-05
13675.0,0.010148422792553902,-0.06706370204928767,-2.096986929283699e-05,-2.8673773481754376e-05,-0.0011992078677165933,-2.3871076525721865e-05
13676.0,0.01033125538378954,-0.06642393788418594,-5.936095070937136e-05,-4.063167852442224e-05,-0.0011995041037932504,-2.408772160075085e-05
13677.0,0.010089738294482231,-0.06573635117238667,1.2226925126481448e-05,-8.045208894888327e-06,-0.0011999140667960273,-2.468665805832007e-05
13678.0,0.009328835643827915,-0.06658199288801078,1.5318455776672932e-05,-5.698023975064752e-06,-0.001199989119227528,-2.4572595083385734e-05
13679.0,0.010165885090827942,-0.06660432210507786,-2.451639249746851e-05,-2.2850325928504207e-05,-0.0012000470446845034,-2.4416869422191147e-05
13680.0,0.010321736335754395,-0.06609361253870924,-6.726562747019825e-05,-3.721999468854874e-05,-0.0012002828997239234,-2.4669921161453885e-05
13681.0,0.01009409036487341,-0.06535938522533925,-1.210376796999152e-06,-6.978245006582294e-06,-0.0012006586017136898,-2.5348906483587976e-05
13682.0,0.009503834880888462,-0.06611825609985075,-1.7877354506799213e-07,-5.406960836771762e-06,-0.0012007249218019907,-2.5360409704810315e-05
13683.0,0.010058663785457611,-0.06609364145222324,-2.8940744695714224e-05,-1.720609485265025e-05,-0.0012007793086031488,-2.5362207927793888e-05
13684.0,0.010135738179087639,-0.06569086210274849,-6.109538547713242e-05,-2.75165291871338e-05,-0.0012009537050756598,-2.5655543738737467e-05
13685.0,0.01031364407390356,-0.06510817244645012,-1.0382198010391198e-05,-3.802421612406432e-06,-0.001201237500763845,-2.628565979910655e-05
13686.0,0.009365281090140343,-0.06565963441036532,-2.2838339618796567e-05,-7.451869234472308e-06,-0.0012012731115110685,-2.6382892001807357e-05
13687.0,0.010272848419845104,-0.06542153104177101,-6.6647402455106e-05,-2.7145732423560754e-05,-0.0012013496634341587,-2.6617506802872197e-05
13688.0,0.010365995578467846,-0.06484259667145022,-0.0001065183510087106,-3.965361329684792e-05,-0.0012016310559764356,-2.7308373482038194e-05
13689.0,0.010006756521761417,-0.0640750128262139,-2.9020684695609814e-05,-4.283927569916624e-06,-0.0012020278600299052,-2.837427668568188e-05
13690.0,0.009703759104013443,-0.06493491079790699,-4.2015468990990334e-05,-8.839576947121088e-06,-0.0012020694302310626,-2.8655886419001608e-05
13691.0,0.010336477309465408,-0.06469253433716136,-4.737454330111529e-05,-9.085593721737719e-06,-0.0012021608003176018,-2.9090178360873526e-05
13692.0,0.009339263662695885,-0.06449995901923442,-9.627411154590857e-05,-2.7311442931528162e-05,-0.001202245653072901,-2.9532621711662445e-05
13693.0,0.010199311189353466,-0.06369618342761486,-9.430304987041938e-05,-2.702232300174535e-05,-0.00120252421097839,-3.0514551334797694e-05
13694.0,0.010267958976328373,-0.06364242570259403,-0.00013069544649978388,-3.776165858491034e-05,-0.0012028016750824171,-3.1482851182209807e-05
13695.0,0.010347865521907806,-0.06287842435822542,-5.641034562020223e-05,-3.391854085889803e-06,-0.001203192427647338,-3.283527008691527e-05
13696.0,0.00937905814498663,-0.06364718021916217,-6.107896145280851e-05,-3.2321605666881648e-06,-0.0012032242400440288,-3.3364345998465936e-05
13697.0,0.010080276057124138,-0.06344525450205861,-0.00011585630208422527,-2.7171667277705623e-05,-0.001203256821114802,-3.398003879119269e-05
13698.0,0.010448697954416275,-0.06265472395844325,-0.00014210728907186355,-3.320920281358044e-05,-0.0012035407296591047,-3.519058629778637e-05
13699.0,0.009852591902017593,-0.06198580439297976,-0.00010668482989836393,-1.5439754110801754e-05,-0.0012038679263818182,-3.659071142331348e-05
13700.0,0.009502723813056946,-0.06222093341532442,-0.00010636307003474612,-1.4257851896745942e-05,-0.0012040146461008746,-3.7604507896880594e-05
13701.0,0.010456569492816925,-0.06207569307669251,-0.00010629398680505903,-1.1101741715009582e-05,-0.0012041637343200512,-3.871670073016827e-05
13702.0,0.009419502690434456,-0.0618400587426123,-0.00017243989626910253,-3.589470167412211e-05,-0.0012042683072060042,-3.9717937224855524e-05
13703.0,0.01006168220192194,-0.06070952284284207,-0.00015070402337810166,-2.6259539980796517e-05,-0.001204629468286982,-4.145297266004762e-05
13704.0,0.010013998486101627,-0.06080517350244097,-0.00017228629281336165,-2.993628137371798e-05,-0.0012048924312805954,-4.296212252200535e-05
13705.0,0.010236700065433979,-0.060149369086289255,-0.00011038390784559607,-1.1282739350528623e-07,-0.0012051988800140926,-4.472576562692127e-05
13706.0,0.010145515203475952,-0.06067055969337493,-0.00013919280748265903,-9.277877182083144e-06,-0.0012052000247061289,-4.584566724218785e-05
13707.0,0.01037829089909792,-0.06003539176788021,-0.00012856914077348448,-1.4465893594748864e-06,-0.0012052963132144507,-4.729025068930502e-05
13708.0,0.009196929633617401,-0.05989369154108721,-0.0001526434386429594,-8.572913305872284e-06,-0.0012053096173949985,-4.8472692030053406e-05
13709.0,0.009977683424949646,-0.059315096323592754,-0.0002089823059955448,-3.26513482431079e-05,-0.0012053951552099941,-4.999571993772858e-05
13710.0,0.01037968136370182,-0.058379866914809404,-0.00023263000609828155,-3.582255382356181e-05,-0.0012057340658008528,-5.216488968461397e-05
13711.0,0.010096961632370949,-0.05757203777001901,-0.0001981124155175477,-1.711448063931816e-05,-0.0012060957647523829,-5.451374593072654e-05
13712.0,0.01038497593253851,-0.0576364758630564,-0.00018091752394540584,-6.270007180780636e-06,-0.00120627349822192,-5.6571138597813345e-05
13713.0,0.009178819134831429,-0.05750800572043044,-0.00020141343556214888,-1.0755656434171324e-05,-0.0012063310494838065,-5.823174782842976e-05
13714.0,0.010319107212126255,-0.0568832532174575,-0.0002577498768905065,-3.4124707023573084e-05,-0.0012064420382556875,-6.031015466395826e-05
